ID,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,good_country
13198,17,0,13,19,0.181818182,8,0,1093,28,1,1,14,0,42,0
13199,26,1,410,23.60883281,0.760869565,49,16,51875,230,1,1,154,0,28,0
13200,21,1,27,20.70833333,0.416666667,3,1,4387,20,2,0,33,0,24,0
13201,23,1,1,22,0,1,0,20639,5,0,0,1,0,41,1
13202,30,1,3,28,1,2,0,2227,0,0,0,1,0,7,0
13203,19,1,2,21.5,1,1,0,506,0,0,0,1,0,45,0
13204,16,0,54,17.64102564,0.607843137,6,0,6033,16,2,1,12,0,18,0
13205,20,0,21,21.27777778,0.444444444,10,0,5494,30,0,1,78,0,48,0
13206,16,0,18,17.57142857,0.529411765,4,0,8975,42,0,0,6,0,26,0
13207,17,0,3,20,0.666666667,1,1,3,23,0,1,0,0,13,0
13208,16,1,15,22.7,0.846153846,2,0,8780,77,0,0,12,0,14,1
13209,22,1,1,23,1,1,0,8568,24,0,1,3,0,36,0
13210,23,1,1,21,0,1,0,250,0,0,0,1,0,69,1
13211,41,1,1,18,0,1,0,1872,9,0,1,1,0,50,1
13212,15,0,28,18.5,0.962962963,7,0,31699,291,0,0,283,0,12,0
13213,19,0,63,19,0.425925926,15,0,37788,80,7,1,4,0,51,0
13214,12,1,1,17,0,1,0,280,11,0,0,1,0,12,0
13215,19,0,36,18.5625,0.235294118,8,0,4206,219,0,1,70,0,29,0
13216,22,0,1,23,0,0,0,2913,1,0,0,0,0,34,0
13217,29,1,31,27.56521739,0.615384615,5,2,64556,0,2,0,55,0,89,0
13218,20,0,9,21.85714286,0.625,1,0,6664,4,1,1,10,0,46,0
13219,23,0,13,24.16666667,0.545454546,4,0,5522,22,0,0,7,0,40,1
13220,26,0,13,26.27272727,0.615384615,1,1,0,0,0,0,20,0,6,0
13221,32,1,88,24.7027027,0.688311688,20,0,346,0,126,1,57,0,62,0
13222,20,1,1,21,1,1,0,23,0,0,0,0,0,38,0
13223,25,0,8,26.83333333,0.571428571,3,0,5581,153,0,1,23,0,26,0
13224,24,1,1,24,1,1,0,159,0,0,0,1,0,64,1
13225,20,1,11,19.6,0.272727273,2,0,17798,43,0,0,2,0,36,1
13226,20,0,52,19.97560976,0.469387755,13,1,9796,570,0,2,102,0,27,1
13227,25,0,24,27.88235294,0.777777778,7,4,11724,323,0,0,11,0,28,0
13228,19,0,24,20.14285714,0.210526316,7,0,19902,737,0,1,9,0,37,0
13229,19,0,3,20,0,1,0,24423,3,0,0,2,0,14,1
13230,19,0,1,21,1,1,0,0,6,0,2,2,0,34,0
13231,20,1,1,18,0,1,0,212,0,0,0,1,0,15,1
13232,24,1,4,23.75,0.25,1,0,36867,253,0,0,1,0,49,1
13233,23,1,5,23,0.5,2,0,32109,14,0,1,5,0,51,0
13234,28,0,4,31.66666667,1,3,0,16400,33,0,1,6,0,59,0
13235,19,1,8,19.8,0.666666667,1,0,892,0,0,1,4,0,57,1
13236,24,1,9,25.2,0.666666667,2,0,18217,144,0,1,5,0,61,0
13237,22,1,12,21.77777778,0.888888889,1,0,56926,4,0,1,14,0,49,0
13238,21,1,6,22,0.666666667,3,0,28370,0,0,0,1,0,34,1
13239,24,1,16,24.81818182,0.642857143,1,0,15910,4,0,0,9,0,53,1
13240,32,1,10,29.33333333,0.714285714,4,1,50006,27,1,1,9,0,51,0
13241,30,1,4,31,0.75,1,0,12593,1,0,0,4,0,53,1
13242,28,1,14,27.625,0.727272727,2,0,37891,382,0,3,8,0,53,1
13243,27,1,8,27,1,1,0,26357,90,0,1,40,0,60,0
13244,23,1,32,21.61538462,0.709677419,10,4,30317,21,0,0,24,0,23,0
13245,25,0,6,25.66666667,0.5,1,0,111,0,0,0,7,0,56,0
13246,18,1,30,19.84,0.72,2,0,13082,0,0,1,151,0,65,1
13247,24,0,4,25,1,1,0,5067,0,9,1,1,0,53,0
13248,24,1,2,25,1,1,0,0,0,0,0,1,0,44,1
13249,26,1,13,25.54545455,0.727272727,8,0,14688,61,2,1,19,0,83,1
13250,20,1,31,20.65217391,0.964285714,9,0,23907,0,1,0,2,0,34,0
13251,28,1,3,27.66666667,0.666666667,1,0,9015,1,0,1,6,0,50,0
13252,25,0,6,25.2,0.4,1,0,19939,68,0,1,1,0,45,1
13253,24,1,16,29.23076923,0.916666667,4,0,26034,2042,2,0,10,0,43,0
13254,17,0,37,17.66666667,0.540540541,3,0,8604,130,3,1,25,0,48,0
13255,30,1,5,35.5,0.666666667,4,2,1210,63,0,1,1,0,56,0
13256,21,1,15,21.58333333,0.909090909,2,0,27170,2,4,1,36,0,66,0
13257,25,1,12,22,0.545454546,2,0,61546,748,0,1,15,0,19,0
13258,22,1,4,21.33333333,0.75,1,0,2970,0,0,0,1,0,59,1
13259,24,1,2,23.5,1,1,0,3571,91,0,0,4,0,29,0
13260,29,1,4,28.66666667,1,2,0,47154,5,0,2,5,0,83,0
13261,21,1,24,20.23529412,0.565217391,2,0,4364,97,0,0,3,0,12,0
13262,24,1,1,31,1,1,0,100,0,0,1,3,0,57,0
13263,25,0,1,25,0,1,0,8,1,0,0,1,0,30,0
13264,28,0,2,30,1,1,0,7550,0,5,1,0,0,67,1
13265,27,1,46,26.29032258,0.617647059,15,4,36616,9,5,2,25,0,62,0
13266,21,0,2,18.5,0,2,0,42,3,0,1,1,0,27,0
13267,20,1,19,22.85714286,0.6875,2,0,22272,0,0,0,4,0,25,1
13268,51,1,8,49,0.714285714,3,2,27812,28,0,2,13,0,27,1
13269,21,1,26,21.08333333,0.590909091,3,0,9409,0,0,0,17,0,34,0
13270,32,1,6,31.5,0.8,3,0,5356,0,0,0,0,0,92,1
13271,23,1,4,20.66666667,0,3,0,2223,39,0,1,1,0,30,0
13272,23,1,12,23.75,0.777777778,2,0,4406,66,0,0,7,0,20,1
13273,21,1,41,23.48648649,0.571428571,14,0,48064,137,0,0,39,0,61,0
13274,22,1,7,22.71428571,0.571428571,2,0,1088,0,0,0,5,0,42,0
13275,24,1,17,24.23076923,0.714285714,5,0,66648,0,1,1,18,0,52,1
13276,25,1,6,22,0.5,3,0,45636,117,0,1,7,0,64,0
13277,24,0,4,24.25,0.5,2,0,11180,1,4,1,27,0,61,1
13278,23,0,10,23.625,0.1,4,0,5144,27,0,2,3,0,38,0
13279,21,0,3,20,1,2,0,27,24,0,0,0,0,25,0
13280,24,0,24,19.3,0.714285714,6,0,1460,2,0,0,2,0,20,1
13281,23,0,1,16,1,1,0,29,11,0,1,4,0,13,1
13282,26,1,10,24,0.833333333,1,1,48884,52,3,2,59,0,63,1
13283,24,1,6,22.66666667,0.75,2,0,35256,9,0,1,0,0,62,1
13284,20,1,53,19.42105263,0.609756098,1,0,47452,12,3,0,60,0,62,0
13285,22,0,3,23,0,1,0,1785,0,1,0,7,0,69,0
13286,18,1,11,19,0.571428571,2,0,7115,0,2,3,3,0,15,0
13287,19,0,48,20.28571429,0.326086957,3,0,4500,15,0,0,14,0,27,0
13288,19,0,6,18.8,0,1,0,520,4,0,1,4,0,33,0
13289,30,1,17,29.7,0.461538462,3,2,37514,176,0,1,0,0,56,0
13290,18,0,3,23.33333333,1,2,0,9125,99,0,0,10,0,30,1
13291,20,1,8,20.2,0.714285714,2,0,11191,84,0,0,1,0,30,1
13292,32,1,14,29,0.75,7,1,1643,9436,0,1,2,0,59,1
13293,29,1,13,27.125,0.8,4,0,68532,271,1,1,0,0,71,0
13294,21,1,8,22.5,0.857142857,6,0,3280,79,3,1,9,0,41,1
13295,15,0,15,19.125,0.833333333,4,0,358,15,0,0,9,0,10,0
13296,29,1,3,26,0.666666667,2,0,12061,28,0,2,0,0,68,1
13297,19,1,3,19.5,1,1,0,28488,24,0,0,0,0,48,1
13298,24,1,3,24,1,1,0,28688,6,3,1,0,0,76,0
13299,23,1,1,21,0,1,0,1910,38,0,0,1,0,50,0
13300,16,1,31,19.24,0.37037037,5,0,30577,2648,0,0,1,0,21,1
13301,17,0,1,16,0,1,0,300,52,0,0,1,0,6,1
13302,19,0,3,30.5,1,1,0,621,44,2,2,3,0,42,0
13303,21,0,3,21,0,3,0,2037,0,0,1,2,0,39,0
13304,27,1,18,27.5,0.6,3,0,15989,183,1,0,15,0,55,0
13305,39,1,6,32.2,0.75,1,0,6725,8,0,0,7,0,76,1
13306,22,1,24,23.52380952,0.714285714,3,1,23120,10,0,1,13,0,59,1
13307,26,0,4,20.5,0.333333333,4,0,690,26,0,0,1,0,24,1
13308,19,1,41,22.45945946,0.657142857,13,0,15549,3,0,0,44,0,30,0
13309,26,1,17,28.875,0.7,6,1,24245,71,0,0,23,0,56,0
13310,22,1,4,24.33333333,0.5,3,0,9722,2,0,1,1,0,17,0
13311,19,0,9,20.16666667,0.285714286,4,0,36748,0,0,1,11,0,49,0
13312,22,1,6,21,0.8,1,0,9664,0,0,0,4,0,82,1
13313,18,1,10,21.375,0,3,0,44,0,5,0,1,0,61,1
13314,23,0,5,26.25,0.75,1,1,10857,25,0,1,2,0,71,0
13315,24,1,4,22.5,1,3,0,1502,0,0,0,1,0,13,1
13316,21,1,2,19.5,1,1,0,27,15,0,1,3,0,32,0
13317,23,1,15,21.58333333,0.076923077,3,0,23,27,0,0,4,0,31,0
13318,25,0,1,28,1,1,0,149,0,0,0,1,0,56,0
13319,18,0,5,20.33333333,0.8,1,0,8352,3,2,0,1,0,60,0
13320,22,1,11,20.57142857,0.4,7,0,18129,110,0,1,3,0,42,0
13321,22,0,8,30,0.857142857,1,0,3481,35,2,0,10,0,42,0
13322,23,1,11,27.75,0.666666667,2,0,27093,45,7,1,2,0,63,0
13323,22,1,107,23.36470588,0.340206186,10,0,80280,99,2,0,37,0,76,1
13324,23,0,16,24.33333333,0.416666667,2,2,10667,40,0,1,11,0,43,0
13325,22,0,4,24.5,0.333333333,2,0,6423,0,1,1,2,0,50,0
13326,21,1,19,23.64285714,0.4375,9,0,23026,1,3,1,89,0,51,0
13327,22,1,13,22.7,0.416666667,2,0,32588,116,0,0,4,0,25,1
13328,28,1,1,25,1,1,0,8365,22,0,0,1,0,63,1
13329,22,1,24,22.71428571,0.739130435,1,0,32933,1,20,0,31,0,72,0
13330,25,1,22,26.57142857,0.578947368,5,0,87647,232,1,0,11,0,72,1
13331,22,1,16,21.92307692,0.8125,9,2,46630,836,0,1,2,0,47,1
13332,22,1,16,23.53846154,0.666666667,3,0,18918,7,11,1,22,0,78,1
13333,27,0,12,26.25,1,1,0,868,0,0,2,1,0,49,0
13334,21,0,72,22.72881356,0.681818182,9,2,3912,103,0,0,36,0,10,0
13335,19,0,1,22,0,1,0,3115,0,0,2,1,0,48,0
13336,21,0,32,22.65217391,0.625,5,2,19538,40,0,1,7,0,38,0
13337,26,1,4,26,0.666666667,2,0,8553,1,0,1,0,0,80,1
13338,22,1,4,21.66666667,0.5,1,0,5221,4,0,1,0,0,74,1
13339,22,0,1,24,0,0,0,95,0,0,0,1,0,34,1
13340,23,0,33,24.71428571,0.538461539,4,1,6532,25,0,0,24,0,49,1
13341,23,0,4,23.75,0.666666667,1,0,211,0,0,0,0,0,77,0
13342,24,0,2,27,1,1,0,508,5,0,1,2,0,52,0
13343,30,0,3,32.66666667,1,1,0,2,0,0,0,1,0,46,0
13344,21,0,9,21.33333333,0.166666667,1,0,7399,0,0,0,4,0,52,0
13345,19,0,11,19.66666667,0.142857143,3,0,2184,0,0,0,17,0,30,0
13346,19,0,19,21.75,0.6,4,0,10091,3,1,1,13,0,54,0
13347,21,1,3,20.5,0.5,1,0,203,16,0,1,2,0,15,0
13348,27,1,23,24.21428571,0.555555556,5,1,49557,0,0,0,1,0,79,0
13349,21,1,6,22.8,0.4,1,0,9102,55,0,1,19,0,47,0
13350,25,0,3,26,1,1,0,112,1,0,0,4,0,37,0
13351,20,1,3,20,0.333333333,2,2,32417,246,0,0,17,0,21,1
13352,17,0,28,17.66666667,0.5,4,1,13194,9,1,0,4,0,24,0
13353,29,0,8,35,0.4,1,0,46221,18,0,0,2,0,17,1
13354,20,0,81,21.08571429,0.779220779,4,0,20426,143,0,0,89,0,5,0
13355,25,1,29,23.28571429,0.708333333,5,1,210625,0,0,0,0,0,31,1
13356,18,1,1,20,0,1,0,186,23,0,0,1,0,47,0
13357,22,1,27,23.18181818,0.736842105,2,0,25176,1,28,0,97,0,79,1
13358,24,1,4,27,1,2,0,10615,0,0,0,0,0,62,1
13359,23,1,4,23.75,1,1,0,13774,39,2,0,16,0,56,0
13360,18,0,3,24,0.5,1,0,0,6,0,0,1,0,10,0
13361,22,1,2,22,1,1,0,1106,0,0,0,0,0,75,1
13362,29,1,3,31.5,0.666666667,1,0,3712,10,0,0,2,0,36,0
13363,23,1,2,18.5,1,1,0,584,0,0,0,2,0,36,1
13364,18,1,1,18,0,1,0,0,0,0,0,2,0,12,1
13365,36,1,13,32.63636364,0.538461539,1,0,3398,101,2,1,1,0,70,0
13366,32,1,51,31.76,0.5,4,1,17989,19,0,2,3,0,61,1
13367,26,1,6,23.5,0.166666667,2,0,40991,9,0,0,4,0,46,1
13368,20,1,120,20.88888889,0.484848485,24,5,44377,344,2,0,234,0,30,0
13369,17,0,13,20,0.769230769,6,0,10,22,0,1,7,0,37,0
13370,24,0,33,29,0.785714286,17,0,33652,21,0,0,29,0,41,0
13371,18,0,15,19.36363636,0.75,2,0,19646,71,0,2,7,0,18,1
13372,27,1,5,28.5,1,1,0,22998,61,0,1,3,0,51,0
13373,21,1,9,19.875,0.888888889,3,0,25226,0,2,0,8,0,65,0
13374,22,0,14,23.81818182,0.545454546,7,0,16967,81,0,1,5,0,34,0
13375,16,1,1,16,0,1,0,196,0,0,2,1,0,4,0
13376,19,0,49,19.54054054,0.361702128,8,2,36617,0,0,0,5,0,36,1
13377,24,0,8,22,0,3,0,34710,106,0,0,5,0,67,1
13378,24,0,2,23.5,0.5,1,0,40,2,0,0,10,0,60,1
13379,24,1,1,20,1,1,0,15975,7,0,0,1,0,24,0
13380,24,0,9,22.57142857,0.875,3,0,12052,3,0,0,11,0,39,1
13381,29,0,4,32.66666667,0.5,2,0,1225,4,0,1,1,0,43,1
13382,41,1,3,26,0.5,3,0,1470,7,0,1,1,0,43,0
13383,22,1,21,22.17647059,0.52631579,1,1,12577,35,0,0,14,0,26,0
13384,27,1,2,23.5,1,1,0,906,12,0,1,5,0,43,0
13385,33,1,4,33.33333333,1,2,0,20135,5,0,0,8,0,55,0
13386,36,1,22,32.1,0.833333333,6,1,9652,341,0,1,1,0,56,0
13387,24,1,19,23,0.733333333,3,0,85455,83,2,0,19,0,65,1
13388,33,1,29,26.73076923,0.4,5,1,1353,0,0,0,4,0,60,1
13389,26,1,1,26,0,1,0,532,0,0,0,1,0,28,1
13390,27,1,16,26.78571429,0.666666667,2,0,35907,4,0,1,3,0,77,1
13391,38,1,36,31.82352941,0.714285714,14,5,134885,578,5,1,6,0,79,0
13392,78,1,2,19,0,1,0,5265,17,0,0,1,0,31,0
13393,15,1,4,16.5,1,1,0,3316,0,0,0,1,0,8,0
13394,19,0,10,18.22222222,0.777777778,5,0,9,119,0,0,8,0,16,0
13395,21,1,14,27.125,0.636363636,3,0,1400,24,3,0,3,0,45,1
13396,28,1,2,25,0,1,1,12324,8,0,0,2,0,22,1
13397,25,1,3,25.5,1,2,0,1491,2,0,0,1,0,56,0
13398,21,1,11,21.28571429,0.5,2,0,24972,92,0,2,3,0,27,1
13399,22,1,1,21,0,1,0,1230,2,0,0,2,0,18,0
13400,25,0,2,20,0,1,0,304,135,1,0,2,0,65,0
13401,24,0,23,24.2,0.714285714,9,0,42574,298,0,0,40,0,40,0
13402,20,1,7,19.66666667,1,3,0,15629,3,0,1,4,0,54,1
13403,36,1,1,37,0,1,1,1256,13,0,1,1,0,49,0
13404,22,1,17,23.15384615,0.6875,10,0,5658,36,0,1,3,0,13,0
13405,27,1,22,29.88888889,0.692307692,8,1,96947,81,0,2,26,0,51,1
13406,24,1,11,28.8,0.875,4,1,6900,96,3,0,19,0,38,1
13407,30,1,31,27.7037037,0.285714286,5,1,15817,8,0,1,5,0,56,1
13408,23,1,3,18.66666667,0,1,0,15361,0,0,0,3,0,9,0
13409,37,1,3,33,1,1,0,741,247,0,0,1,0,64,0
13410,17,1,29,20.59090909,0.62962963,3,0,5838,141,0,0,69,0,36,0
13411,21,0,59,22.48888889,0.735849057,12,0,66878,145,8,0,382,0,59,1
13412,25,1,29,23.33333333,0.227272727,4,1,12893,1104,0,1,40,0,58,0
13413,41,1,3,36,0.666666667,1,0,57,5,0,0,4,0,34,0
13414,19,1,47,19.34210526,0.636363636,14,0,41595,7,1,0,49,0,41,0
13415,23,1,2,16,0.5,1,0,15242,85,0,0,1,0,27,1
13416,32,1,4,23.33333333,1,1,0,4404,76,0,0,2,0,25,1
13417,24,1,2,25,1,1,0,246,21,0,1,3,0,70,0
13418,22,1,7,21,1,2,0,881,36,0,0,2,0,64,0
13419,17,1,2,20.5,1,1,0,25143,1,0,1,1,0,40,1
13420,14,1,2,21,1,2,0,609,100,4,0,0,0,25,1
13421,20,1,15,19.18181818,0.333333333,3,0,10338,40,0,1,7,0,29,0
13422,36,0,20,31.5,0.647058824,4,0,4526,80,0,1,5,0,46,1
13423,30,1,1,30,1,1,0,507,0,0,0,5,0,47,0
13424,20,0,20,26.14285714,0.529411765,4,0,12225,90,1,1,87,0,61,0
13425,16,1,3,16,1,1,0,5674,0,0,0,1,0,16,0
13426,26,0,21,25.21428571,0.714285714,4,0,14699,29,1,0,9,0,56,1
13427,35,0,11,35.14285714,0.7,6,2,23375,962,1,0,4,0,23,1
13428,21,0,1,20,1,1,0,1068,85,0,1,2,0,40,0
13429,25,1,12,26,0.6,2,0,29423,1,0,0,6,0,53,0
13430,36,1,11,35.83333333,0.8,1,1,19163,87,0,1,3,0,76,1
13431,18,1,3,19,1,3,0,7212,26,2,0,1,0,67,1
13432,22,1,45,23.18918919,0.486486487,10,2,38038,162,0,0,52,0,33,1
13433,15,0,148,21.25242718,0.754545455,38,2,13080,175,154,0,6215,0,43,0
13434,24,1,6,23.6,0.666666667,1,0,3623,0,0,0,9,0,60,0
13435,32,1,3,29.5,0.666666667,2,0,2569,19,0,1,3,0,40,0
13436,46,1,35,31.26923077,0.633333333,9,1,19944,14,20,1,254,0,80,1
13437,20,1,32,19.64,0.903225807,5,2,877,0,3,0,355,0,24,0
13438,15,0,8,19.66666667,0.571428571,2,0,2904,6,0,1,19,0,8,0
13439,21,1,1,18,0,1,0,1280,53,0,0,3,0,15,0
13440,21,0,1,25,0,1,0,52361,0,0,0,0,0,35,0
13441,26,0,7,23,0.666666667,3,0,3634,0,0,0,5,0,62,0
13442,35,1,5,34,0.75,1,0,36600,13,14,1,2,0,44,0
13443,18,1,25,18.45,0.6,2,0,33798,166,0,0,6,0,22,0
13444,18,1,3,21.5,1,2,0,0,0,0,0,3,0,36,0
13445,18,1,14,18.54545455,0.307692308,7,0,46300,538,0,1,19,0,27,0
13446,26,1,13,26.2,0.666666667,2,0,63786,59,1,1,2,0,87,1
13447,32,1,5,26.25,0.4,2,0,646,107,0,0,2,0,40,1
13448,20,1,1,21,1,1,0,22094,4,0,0,1,0,29,1
13449,22,1,2,18.5,1,1,0,4328,4,0,0,3,0,19,1
13450,24,1,15,20.5,0.083333333,7,0,11048,16,0,0,1,0,33,0
13451,24,1,54,18.54761905,0.734693878,7,0,11653,81,64,1,275,0,47,0
13452,21,1,78,20.15384615,0.805555556,7,0,82042,463,8,0,54,0,35,0
13453,21,1,5,21.4,0.4,3,0,52205,1,14,0,13,0,75,1
13454,20,0,2,22,1,1,0,13932,1,0,1,4,0,37,0
13455,16,0,11,19.63636364,0.636363636,3,0,0,0,0,0,3,0,17,0
13456,20,1,318,21.125,0.691449814,24,7,10277,104,3,1,175,0,56,1
13457,24,1,23,24.42105263,0.454545455,6,1,8371,0,4,1,30,0,69,0
13458,21,1,9,19.5,0.166666667,1,0,39940,12,0,0,4,0,41,0
13459,30,1,27,26.65,0.111111111,12,1,11229,133,0,0,4,0,62,0
13460,21,1,12,22.6,0.416666667,1,0,8110,91,0,1,1,0,51,0
13461,23,1,30,22.28571429,0.56,5,0,49612,1,0,0,45,0,46,0
13462,19,1,34,20.07692308,0.571428571,6,0,5301,104,0,0,26,0,9,1
13463,25,1,7,22.5,0.833333333,2,0,30460,76,0,1,13,0,60,0
13464,22,0,23,22.88888889,0.529411765,2,0,55680,25,0,1,31,0,60,0
13465,25,1,7,24.57142857,0.333333333,1,0,33780,20,0,0,6,0,71,0
13466,18,0,52,18.38095238,0.391304348,11,1,25013,6,30,0,302,0,40,0
13467,29,1,7,29.6,0.666666667,2,0,5691,107,0,1,2,0,57,0
13468,32,1,19,27.58333333,0.411764706,6,1,165150,409,1,2,6,0,60,0
13469,23,1,8,23.75,0.625,2,1,11698,0,0,0,4,0,47,1
13470,32,1,1,40,1,1,0,506,12,0,0,1,0,37,0
13471,27,1,5,29,0.666666667,1,0,7917,0,0,0,0,0,57,1
13472,31,1,1,20,0,1,0,295,9,0,0,1,0,36,1
13473,20,0,9,21.85714286,0.75,2,0,3331,1,0,0,9,0,33,1
13474,26,0,4,24.25,0.75,3,0,1258,9,0,1,9,0,63,1
13475,18,1,3,19,0,1,0,333,57,0,1,8,0,15,1
13476,29,1,3,29,0.5,1,0,34788,0,0,0,1,0,83,1
13477,19,0,2,23,1,1,0,334,10,0,1,23,0,45,0
13478,24,1,10,25.83333333,0.666666667,4,0,9039,141,1,1,8,0,53,0
13479,23,0,2,22,0,1,0,47588,6,0,0,5,0,60,1
13480,19,0,5,20.25,0.666666667,3,0,1411,36,0,1,4,0,45,0
13481,30,1,18,20.27272727,0.333333333,11,1,33665,43,0,0,8,0,34,0
13482,28,1,4,24.5,1,2,0,480,331,0,2,1,0,50,0
13483,21,0,16,25.1,0.384615385,6,1,40984,0,11,0,131,0,62,1
13484,20,1,23,21.75,0.619047619,5,0,44947,27,0,1,13,0,60,0
13485,24,1,4,21.75,1,1,0,5052,161,0,5,5,0,49,1
13486,22,0,5,24.6,0.75,2,0,23922,88,3,1,25,0,76,0
13487,24,1,1,25,1,1,0,0,0,0,0,1,0,33,0
13488,20,0,12,22.88888889,0.909090909,4,1,5821,82,1,0,5,0,18,0
13489,26,0,6,28.4,0.4,3,0,10456,12,0,0,2,0,49,0
13490,22,0,8,26,0.4,5,0,10748,528,1,1,4,0,76,1
13491,25,1,17,23.42857143,0.333333333,3,1,23422,7,0,0,19,0,55,0
13492,18,0,6,20.25,0.2,1,0,891,0,0,0,16,0,45,0
13493,21,0,4,22,1,2,0,14874,372,0,1,1,0,31,1
13494,19,1,8,19,1,1,0,39843,109,0,0,3,0,43,0
13495,25,0,1,29,1,1,0,4360,0,0,0,0,0,68,0
13496,20,0,28,22,0.8,8,0,18129,2,0,0,53,0,65,0
13497,34,0,2,41,1,1,0,2222,5,0,1,2,0,40,1
13498,19,1,56,19.63043478,0.617021277,19,0,72209,35,0,0,107,0,53,1
13499,22,0,2,21,0.5,1,0,2703,4,0,0,3,0,33,0
13500,21,1,13,23.25,0.769230769,5,0,34119,207,4,1,19,0,58,0
13501,43,1,1,20,0,1,0,16551,44,0,1,7,0,59,0
13502,21,1,11,20.71428571,0.9,2,1,41013,11,6,0,22,0,66,1
13503,20,1,111,20.84269663,0.476190476,18,2,49726,335,5,1,582,0,47,0
13504,19,1,1,19,1,1,0,194,0,0,0,3,0,35,0
13505,17,1,2,19,0,1,0,1714,0,0,0,1,0,12,0
13506,39,1,144,31.35955056,0.63963964,17,6,85547,189,4,1,28,0,61,0
13507,22,1,38,20.36363636,0.228571429,10,0,18717,0,0,0,370,0,65,0
13508,19,1,19,19.29411765,0.529411765,4,0,17988,17,0,0,14,0,33,1
13509,34,1,4,22,0.5,2,0,3823,388,0,0,3,0,31,1
13510,17,1,17,20.8,0.466666667,11,0,3251,45,0,0,16,0,24,0
13511,40,1,10,30.83333333,0.428571429,5,1,6207,1,0,1,8,0,75,1
13512,22,1,4,21.75,0.75,2,0,31959,223,0,0,0,0,45,0
13513,21,1,8,21.4,0.857142857,1,0,13041,19,2,1,15,0,66,1
13514,18,0,9,18.57142857,0.333333333,7,0,432,28,0,1,34,0,38,0
13515,20,0,2,22,0.5,2,0,3749,6,0,1,1,0,46,0
13516,19,0,64,19.88888889,0.457627119,11,1,154791,107,0,0,53,0,36,0
13517,19,0,88,25.34375,0.607594937,16,5,73123,481,1,0,127,0,48,0
13518,19,1,489,20.73369565,0.740825688,42,8,7018,228,1,0,236,0,27,1
13519,24,0,6,24.6,0.6,1,0,2533,146,0,0,1,0,76,1
13520,22,0,24,24.84210526,0.684210526,2,0,8753,220,0,0,67,0,59,0
13521,21,1,42,19.51724138,0.545454546,4,2,36740,601,0,0,5,0,25,1
13522,25,1,4,27,1,1,0,16696,4,0,0,1,0,67,1
13523,22,1,7,21.8,0.5,1,0,13505,47,0,1,11,0,42,1
13524,29,1,45,23.67741936,0.578947368,3,0,32848,277,0,1,43,0,66,0
13525,21,1,15,21.85714286,0.5,3,0,8089,6,0,0,8,0,36,1
13526,36,1,4,35.33333333,1,1,0,9941,0,0,1,1,0,55,1
13527,27,0,1,32,1,1,0,4,1,0,2,1,0,49,0
13528,17,1,10,17.14285714,0.555555556,1,0,4338,78,0,0,0,0,33,0
13529,30,1,2,25,1,2,1,20807,12,0,1,6,0,46,1
13530,19,0,15,20.14285714,0.461538462,6,0,26131,28,0,0,3,0,39,1
13531,18,1,38,20.80769231,0.848484849,2,0,42606,80,0,0,19,0,37,1
13532,36,1,1,35,1,1,0,16768,1,0,0,1,0,43,0
13533,21,1,16,21.9375,0.375,4,1,3735,0,0,1,15,0,60,0
13534,23,1,11,21.8,0.75,3,0,23537,55,1,1,3,0,59,0
13535,21,0,1,20,1,1,0,0,4,0,1,1,0,31,0
13536,18,0,1,21,0,1,0,0,0,0,0,1,0,30,0
13537,21,1,25,20.0952381,0.782608696,11,1,28411,666,5,0,198,0,25,1
13538,24,1,76,23.46268657,0.828571429,9,3,26987,82,0,1,13,0,48,0
13539,19,0,6,20,0.333333333,1,0,1332,6,1,1,17,0,62,0
13540,22,0,77,20.96825397,0.507042254,10,1,40871,68,0,1,32,0,56,0
13541,21,1,5,21,0.666666667,1,0,12681,0,0,1,0,0,51,0
13542,41,1,22,34.41176471,0.894736842,9,0,3269,0,1,0,6,0,58,0
13543,19,1,15,22.7,0.846153846,5,1,23110,124,1,0,8,0,59,1
13544,24,1,3,21,1,1,0,12391,35,0,0,0,0,26,1
13545,23,0,6,21.66666667,1,2,0,8951,71,0,0,5,0,76,1
13546,24,1,9,24,0.75,1,0,89128,0,4,0,5,0,81,1
13547,26,1,21,27.94117647,0.888888889,6,0,9428,5,102,0,24,0,65,1
13548,25,1,2,24.5,1,1,0,3828,0,0,0,1,0,37,1
13549,25,1,32,31.48,0.769230769,7,0,6880,43,74,1,7,0,83,0
13550,24,1,17,24.69230769,0.6,3,1,1141,19,0,0,23,0,4,1
13551,20,0,14,20.375,0.428571429,1,0,23517,6,0,1,13,0,45,0
13552,30,1,108,28.48809524,0.824742268,15,6,16125,124,0,0,38,0,25,0
13553,25,1,3,22,0.5,1,0,14023,13,0,0,1,0,37,1
13554,24,1,38,27.78787879,0.571428571,14,0,10514,0,2,0,44,0,67,0
13555,32,1,3,33.66666667,1,2,0,788,0,0,0,0,0,69,1
13556,21,1,9,20.42857143,0.428571429,3,0,13691,38,0,0,5,0,32,1
13557,26,1,16,25,0.909090909,4,0,98769,2,73,0,40,0,88,1
13558,26,0,13,25,0.5,5,0,49,14,0,1,2,0,42,0
13559,24,1,11,25.6,0.8,1,1,11,0,2,0,22,0,41,0
